point,mean_ltime,mean_x_proj,mean_y_proj,mean_latitude,mean_longitude,n,date
2019-07-16T16:45:00Z,2019-07-16T16:45:06Z,370867.14966170164,9929608.76603952,-0.6367198191418656,-76.1604756396325,12,2019-07-16
2019-07-16T17:00:00Z,2019-07-16T17:00:06Z,370869.34712764143,9929605.887756832,-0.6367458589334464,-76.16045590024943,12,2019-07-16
2019-07-16T17:15:00Z,2019-07-16T17:15:07Z,370867.99234704906,9929601.732994044,-0.6367834378086912,-76.16046808195766,12,2019-07-16
2019-07-16T17:30:00Z,2019-07-16T17:30:06Z,370863.71434693923,9929602.590721078,-0.6367756705834263,-76.16050651994891,12,2019-07-16
2019-07-16T17:45:00Z,2019-07-16T17:45:06Z,370862.16142517014,9929598.054449536,-0.636816699966529,-76.16052048281583,12,2019-07-16
2019-07-16T18:00:00Z,2019-07-16T18:00:06Z,370858.27346837765,9929603.197995586,-0.6367701664417067,-76.16055540742403,12,2019-07-16
2019-07-16T18:15:00Z,2019-07-16T18:15:06Z,370865.6403817689,9929607.195807384,-0.6367340195002098,-76.16048920435742,12,2019-07-16
2019-07-16T18:30:00Z,2019-07-16T18:30:06Z,370862.08015748265,9929599.941696431,-0.636799628833499,-76.16052120922399,12,2019-07-16
2019-07-16T18:45:00Z,2019-07-16T18:45:06Z,370865.6471004743,9929601.529375603,-0.6367852748500322,-76.16048915544917,12,2019-07-16
2019-07-16T19:00:00Z,2019-07-16T19:00:06Z,370869.60599677265,9929598.940297266,-0.636808702250106,-76.16045358824917,12,2019-07-16
2019-07-16T19:15:00Z,2019-07-16T19:15:06Z,370866.7517582656,9929601.394490749,-0.6367864971916734,-76.16047922988234,12,2019-07-16
2019-07-16T19:30:00Z,2019-07-16T19:30:06Z,370870.52957926143,9929598.5829730891,-0.6368119362833286,-76.160445290174,12,2019-07-16
2019-07-16T19:45:00Z,2019-07-16T19:45:06Z,370866.86774805235,9929604.124255879,-0.6367618055167619,-76.16047818214075,12,2019-07-16
2019-07-16T20:00:00Z,2019-07-16T20:00:06Z,370867.0733294229,9929605.979138462,-0.6367450277168598,-76.160476331149,12,2019-07-16
2019-07-16T20:15:00Z,2019-07-16T20:15:06Z,370869.8823343414,9929604.18516658,-0.6367612606916503,-76.16045109462402,12,2019-07-16
2019-07-16T20:30:00Z,2019-07-16T20:30:06Z,370865.70820838073,9929602.881519016,-0.6367730442501305,-76.16048860363232,12,2019-07-16
2019-07-16T20:45:00Z,2019-07-16T20:45:06Z,370893.7692323492,9929592.954979155,-0.6368628912589245,-76.16023648296606,12,2019-07-16
2019-07-16T21:00:00Z,2019-07-16T21:00:06Z,370887.8209863271,9929599.376831425,-0.6368047906999933,-76.16028991760733,12,2019-07-16
2019-07-16T21:15:00Z,2019-07-16T21:15:06Z,370922.8282937052,9929645.606508944,-0.6363866943848715,-76.15997526794946,12,2019-07-16
2019-07-16T21:30:00Z,2019-07-16T21:30:06Z,371001.58544195216,9929625.883603882,-0.6365652568670588,-76.15926763975158,12,2019-07-16
2019-07-16T21:45:00Z,2019-07-16T21:45:06Z,371053.5894451502,9929617.933876144,-0.6366372713832144,-76.15880037657406,12,2019-07-16
2019-07-16T22:00:00Z,2019-07-16T22:00:06Z,371087.1773038215,9929591.454077184,-0.6368768611084871,-76.15849862806635,12,2019-07-16
2019-07-16T22:15:00Z,2019-07-16T22:15:06Z,371113.9848063758,9929597.121898098,-0.6368256476665796,-76.15825773914904,12,2019-07-16
2019-07-16T22:30:00Z,2019-07-16T22:29:17Z,371110.5227502334,9929602.207621766,-0.6367796380142783,-76.15828883701327,7,2019-07-16
2019-07-19T20:15:00Z,2019-07-19T20:15:03Z,371260.8811387365,9929436.129735395,-0.63828219194159,-76.15693813422413,12,2019-07-19
2019-07-19T20:30:00Z,2019-07-19T20:30:03Z,371329.0550167205,9929438.069399321,-0.6382647855085603,-76.15632555679059,12,2019-07-19
2019-07-19T20:45:00Z,2019-07-19T20:45:03Z,371400.427099592,9929404.661426134,-0.6385671207666834,-76.15568431327436,12,2019-07-19
2019-07-19T21:00:00Z,2019-07-19T21:00:03Z,371468.62285674724,9929360.98477245,-0.6389623344744116,-76.15507163107478,12,2019-07-19
2019-07-19T21:15:00Z,2019-07-19T21:15:03Z,371565.3239427549,9929336.146231325,-0.639187206966651,-76.15420277695722,12,2019-07-19
2019-07-19T21:30:00Z,2019-07-19T21:30:03Z,371658.1927372294,9929369.625061318,-0.6388845643863693,-76.15336823977344,12,2019-07-19
2019-07-19T21:45:00Z,2019-07-19T21:45:03Z,371665.00863784977,9929386.801133515,-0.6387292127998933,-76.1533069610658,12,2019-07-19
2019-07-20T18:00:00Z,2019-07-20T17:59:58Z,371802.03395620344,9929352.95075206,-0.6390356831250924,-76.15207579220791,12,2019-07-20
2019-07-20T18:15:00Z,2019-07-20T18:14:58Z,371823.47428015014,9929356.214249866,-0.6390062067752248,-76.15188313415717,12,2019-07-20
2019-07-20T18:30:00Z,2019-07-20T18:29:58Z,371856.37253409135,9929399.002358757,-0.6386192352524637,-76.1515874415588,12,2019-07-20
2019-07-20T18:45:00Z,2019-07-20T18:44:58Z,371886.0457683589,9929412.99202951,-0.6384927523247604,-76.15132078529912,12,2019-07-20
2019-07-20T19:00:00Z,2019-07-20T18:59:58Z,371913.08606300957,9929423.666816384,-0.638396248691831,-76.15107779391623,12,2019-07-20
2019-07-20T19:15:00Z,2019-07-20T19:14:58Z,371898.3922500397,9929462.841161432,-0.6380418688083919,-76.15120974602407,12,2019-07-20
2019-07-20T19:30:00Z,2019-07-20T19:29:58Z,371932.94629834255,9929505.592548534,-0.6376552325668031,-76.15089917556568,12,2019-07-20
2019-07-20T19:45:00Z,2019-07-20T19:44:58Z,371954.74663495953,9929522.336427059,-0.6375038204740591,-76.15070325554909,12,2019-07-20
2019-07-20T20:00:00Z,2019-07-20T19:59:58Z,371986.59338938934,9929504.899520457,-0.6376616098003441,-76.15041713231547,12,2019-07-20
2019-07-20T20:15:00Z,2019-07-20T20:14:58Z,371983.695516447,9929507.880341541,-0.6376346410250692,-76.15044316509909,12,2019-07-20
2019-07-20T20:30:00Z,2019-07-20T20:29:58Z,371974.9745380674,9929507.055997936,-0.6376420799672259,-76.15052152889987,12,2019-07-20
2019-07-20T20:45:00Z,2019-07-20T20:44:58Z,371965.8788348673,9929502.92346009,-0.6376794423083929,-76.15060326642404,12,2019-07-20
2019-07-20T21:00:00Z,2019-07-20T20:59:58Z,371957.88747256034,9929489.61664749,-0.6377997924667482,-76.15067509934909,12,2019-07-20
2019-07-20T22:15:00Z,2019-07-20T22:14:58Z,371899.8801864769,9929417.358064802,-0.6384532875334615,-76.15119646769057,12,2019-07-20
2019-07-20T22:30:00Z,2019-07-20T22:29:09Z,371897.44085616444,9929415.316148663,-0.6384717526715267,-76.1512183903418,7,2019-07-20
2019-07-21T10:45:00Z,2019-07-21T10:45:54Z,371877.1880987525,9929428.970751986,-0.6383481994321475,-76.15140034351572,6,2019-07-21
2019-07-21T11:00:00Z,2019-07-21T10:59:54Z,371890.29259321024,9929408.963633977,-0.6385291996333181,-76.15128263366583,12,2019-07-21
2019-07-21T11:15:00Z,2019-07-21T11:14:54Z,371894.5526918653,9929408.14605438,-0.6385366036500127,-76.15124435629912,12,2019-07-21
2019-07-21T11:30:00Z,2019-07-21T11:29:54Z,371867.580885724,9929417.935388012,-0.6384479999498434,-76.15148669109082,12,2019-07-21
2019-07-21T11:45:00Z,2019-07-21T11:44:54Z,371842.8221872639,9929448.664232103,-0.6381699931833643,-76.15170909789899,12,2019-07-21
2019-07-21T12:00:00Z,2019-07-21T11:59:54Z,371773.4496046105,9929436.894242803,-0.6382763176084645,-76.15233246702407,12,2019-07-21
2019-07-21T12:15:00Z,2019-07-21T12:14:54Z,371746.79636454384,9929429.953125637,-0.6383390491755316,-76.15257197292533,12,2019-07-21
2019-07-21T12:30:00Z,2019-07-21T12:29:54Z,371736.5542651808,9929414.482857307,-0.6384789640917393,-76.1526640341739,12,2019-07-21
2019-07-21T12:45:00Z,2019-07-21T12:44:54Z,371736.32708004984,9929411.905196337,-0.6385022797583793,-76.15266608073242,12,2019-07-21
2019-07-21T13:00:00Z,2019-07-21T12:59:54Z,371761.8650151039,9929386.731740858,-0.6387300370334995,-76.15243666106538,12,2019-07-21
2019-07-21T13:15:00Z,2019-07-21T13:14:54Z,371704.2286044266,9929303.846889172,-0.6394796515669972,-76.15295471856558,12,2019-07-21
2019-07-21T13:30:00Z,2019-07-21T13:29:54Z,371703.1931806095,9929283.018054739,-0.6396680558166741,-76.15296406438236,12,2019-07-21
2019-07-21T13:45:00Z,2019-07-21T13:44:54Z,371703.3978926856,9929285.287601547,-0.6396475271416898,-76.1529622203658,12,2019-07-21
2019-07-21T14:00:00Z,2019-07-21T13:59:54Z,371656.6788403176,9929277.90103184,-0.6397142470747916,-76.15338202799062,12,2019-07-21
2019-07-21T14:15:00Z,2019-07-21T14:14:54Z,371662.03767030715,9929296.394928074,-0.6395469722251422,-76.15333383903256,12,2019-07-21
2019-07-21T14:30:00Z,2019-07-21T14:29:54Z,371638.070440628,9929326.448275678,-0.6392750772568724,-76.15354913518196,12,2019-07-21
2019-07-21T14:45:00Z,2019-07-21T14:44:54Z,371629.1415435943,9929396.439429864,-0.6386419571916712,-76.1536292242823,12,2019-07-21
2019-07-21T15:00:00Z,2019-07-21T14:59:54Z,371553.583664768,9929543.281419912,-0.6373135512663156,-76.15430785109216,12,2019-07-21
2019-07-21T15:15:00Z,2019-07-21T15:14:54Z,371574.9092868871,9929579.811359288,-0.6369831645834704,-76.15411615694912,12,2019-07-21
2019-07-21T15:30:00Z,2019-07-21T15:29:54Z,371532.67618977826,9929538.292940876,-0.6373586319329145,-76.15449572449101,12,2019-07-21
2019-07-21T15:45:00Z,2019-07-21T15:44:54Z,371517.44327274215,9929502.811464975,-0.6376795470666506,-76.1546326707991,12,2019-07-21
2019-07-21T16:00:00Z,2019-07-21T15:59:54Z,371503.4203882215,9929496.450776706,-0.6377370539170566,-76.1547586857325,12,2019-07-21
2019-07-21T16:15:00Z,2019-07-21T16:14:54Z,371502.97677769745,9929498.74720682,-0.6377162807670066,-76.15476266714903,12,2019-07-21
2019-07-21T16:30:00Z,2019-07-21T16:29:54Z,371503.7023249855,9929501.006832758,-0.6376958428999959,-76.15475614321569,12,2019-07-21
2019-07-21T16:45:00Z,2019-07-21T16:44:54Z,371499.41074003605,9929500.077684373,-0.6377042387586597,-76.15479470696592,12,2019-07-21
2019-07-21T17:00:00Z,2019-07-21T16:59:54Z,371493.8212290797,9929501.446317578,-0.6376918475088125,-76.15484492854917,12,2019-07-21
2019-07-21T17:15:00Z,2019-07-21T17:14:54Z,371489.9343590442,9929498.35045842,-0.6377198430667682,-76.15487986011584,12,2019-07-21
2019-07-21T17:30:00Z,2019-07-21T17:29:54Z,371410.90602481633,9929507.84780034,-0.6376337748932752,-76.15558994700726,12,2019-07-21
2019-07-21T17:45:00Z,2019-07-21T17:44:54Z,371370.23632253235,9929458.877935555,-0.6380766467028215,-76.15595548181427,12,2019-07-21
2019-07-21T18:00:00Z,2019-07-21T17:59:54Z,371238.7731860319,9929428.689991735,-0.6383494427405639,-76.15713679931783,12,2019-07-21
2019-07-21T18:15:00Z,2019-07-21T18:14:54Z,371132.6690609004,9929446.565775556,-0.6381875323083919,-76.15809015698319,12,2019-07-21
2019-07-21T18:30:00Z,2019-07-21T18:29:54Z,371062.3923011365,9929472.622621827,-0.6379516935000421,-76.15872157270748,12,2019-07-21
2019-07-21T18:45:00Z,2019-07-21T18:44:54Z,371013.16115324444,9929511.618621865,-0.6375988572748528,-76.15916385780753,12,2019-07-21
2019-07-21T19:00:00Z,2019-07-21T18:59:54Z,370980.5834769429,9929612.290416194,-0.6366881704850906,-76.15945637924648,12,2019-07-21
2019-07-21T19:15:00Z,2019-07-21T19:14:55Z,370978.47653258935,9929630.92321474,-0.6365196243837324,-76.15947527343239,12,2019-07-21
2019-07-21T19:30:00Z,2019-07-21T19:29:54Z,370919.9135878157,9929650.782707734,-0.6363398674814971,-76.16000144741616,12,2019-07-21
2019-07-21T19:45:00Z,2019-07-21T19:44:54Z,370902.3407130545,9929660.64288635,-0.6362506421251027,-76.1601593275656,12,2019-07-21
2019-07-21T20:00:00Z,2019-07-21T19:59:54Z,370900.8418856184,9929657.547555432,-0.6362786376917822,-76.16017280144912,12,2019-07-21
2019-07-21T20:15:00Z,2019-07-21T20:14:54Z,370896.1228638528,9929597.351663841,-0.6368231261252992,-76.16021532564905,12,2019-07-21
2019-07-21T20:30:00Z,2019-07-21T20:29:54Z,370903.9439371145,9929552.198037365,-0.637231576258388,-76.1601451411825,12,2019-07-21
2019-07-21T20:45:00Z,2019-07-21T20:44:54Z,370909.3373838568,9929555.0795722,-0.6372055225084823,-76.16009667283231,12,2019-07-21
2019-07-21T21:00:00Z,2019-07-21T20:59:54Z,370927.02045017376,9929539.17075214,-0.637349460741857,-76.15993781479936,12,2019-07-21
2019-07-21T21:15:00Z,2019-07-21T21:14:54Z,370980.1538498909,9929566.253858782,-0.6371045904167544,-76.15946033269945,12,2019-07-21
2019-07-21T21:30:00Z,2019-07-21T21:29:54Z,371035.5029109451,9929623.608594432,-0.6365859042916803,-76.1589628807241,12,2019-07-21
2019-07-21T21:45:00Z,2019-07-21T21:44:54Z,371121.64832452923,9929613.011701716,-0.6366819329517944,-76.15818884690849,12,2019-07-21
2019-07-21T22:00:00Z,2019-07-21T21:59:55Z,371140.14291587693,9929617.954095755,-0.6366372643917636,-76.1580226546988,12,2019-07-21
2019-07-21T22:15:00Z,2019-07-21T22:14:54Z,371133.24721839663,9929623.754881779,-0.6365847797083631,-76.15808460394064,12,2019-07-21
2019-07-22T10:45:00Z,2019-07-22T10:45:00Z,371135.46610125783,9929605.098950762,-0.6367535353591772,-76.15806470393258,12,2019-07-22
2019-07-22T11:00:00Z,2019-07-22T10:59:59Z,371139.21710691694,9929604.000174318,-0.6367634819001787,-76.15803100167373,12,2019-07-22
2019-07-22T11:15:00Z,2019-07-22T11:14:59Z,371139.79835750017,9929604.946256442,-0.6367549253501527,-76.15802577696546,12,2019-07-22
2019-07-22T11:30:00Z,2019-07-22T11:29:59Z,371121.38069650176,9929603.60002839,-0.636767065149841,-76.15819127066642,12,2019-07-22
2019-07-22T11:45:00Z,2019-07-22T11:45:00Z,371139.2209170551,9929604.34148797,-0.6367603945750165,-76.15803096674897,12,2019-07-22
2019-07-22T12:00:00Z,2019-07-22T11:59:59Z,371140.1952524647,9929620.282299353,-0.6366162048670277,-76.15802217973236,12,2019-07-22
2019-07-22T12:15:00Z,2019-07-22T12:14:59Z,371090.49665655865,9929605.149078615,-0.6367529905333541,-76.15846877453254,12,2019-07-22
2019-07-22T12:30:00Z,2019-07-22T12:29:59Z,371057.14091132383,9929619.209582856,-0.6366257392749698,-76.15876846248236,12,2019-07-22
2019-07-22T12:45:00Z,2019-07-22T12:44:59Z,370963.16158064286,9929700.960184097,-0.6358860782335315,-76.15961274365704,12,2019-07-22
2019-07-22T13:00:00Z,2019-07-22T12:59:59Z,370939.2414319945,9929687.231206525,-0.6360102142164419,-76.15982770453243,12,2019-07-22
2019-07-22T13:15:00Z,2019-07-22T13:14:59Z,370923.29916508583,9929674.19282333,-0.636128119667156,-76.15997097920678,12,2019-07-22
2019-07-22T13:30:00Z,2019-07-22T13:29:59Z,370887.3084185794,9929659.385445748,-0.6362619856425814,-76.16029440193138,12,2019-07-22
2019-07-22T13:45:00Z,2019-07-22T13:44:59Z,370858.25746064866,9929622.525481682,-0.6365953409083661,-76.16055551216654,12,2019-07-22
2019-07-22T14:00:00Z,2019-07-22T13:59:59Z,370901.6962249094,9929595.254839843,-0.6368421041586216,-76.16016525076583,12,2019-07-22
2019-07-22T14:15:00Z,2019-07-22T14:14:59Z,370828.4558567225,9929587.873843014,-0.636908719309226,-76.16082336286675,12,2019-07-22
2019-07-24T19:00:00Z,2019-07-24T18:59:54Z,371570.9636455678,9929453.956973046,-0.6381215667239633,-76.1541518638748,12,2019-07-24
2019-07-24T19:15:00Z,2019-07-24T19:14:54Z,371616.20947981556,9929375.43958088,-0.6388318841409427,-76.1537454672908,12,2019-07-24
2019-07-24T19:30:00Z,2019-07-24T19:29:54Z,371662.47919023765,9929358.771952083,-0.6389827444249633,-76.15332974587409,12,2019-07-24
2019-07-24T19:45:00Z,2019-07-24T19:44:54Z,371704.5523288669,9929319.629220929,-0.6393368938001351,-76.15295177789895,12,2019-07-24
2019-07-24T20:00:00Z,2019-07-24T19:59:54Z,371701.98991695,9929320.70509455,-0.6393271568250687,-76.15297480020715,12,2019-07-24
2019-07-24T20:15:00Z,2019-07-24T20:14:54Z,371706.7737714498,9929313.781063765,-0.6393897975749819,-76.1529318289908,12,2019-07-24
2019-07-24T20:30:00Z,2019-07-24T20:29:54Z,371690.53130568867,9929294.660015328,-0.6395627232167099,-76.15307781379872,12,2019-07-24
2019-07-24T20:45:00Z,2019-07-24T20:44:54Z,371681.9683297213,9929313.686689993,-0.6393906008331415,-76.15315471776617,12,2019-07-24
2019-07-24T21:00:00Z,2019-07-24T20:59:54Z,371642.3057207078,9929342.673959646,-0.6391283171438957,-76.1535110464519,12,2019-07-24
2019-07-24T21:15:00Z,2019-07-24T21:14:54Z,371646.62380343315,9929374.448725315,-0.6388409086494773,-76.15347218234152,12,2019-07-24
2019-07-24T21:30:00Z,2019-07-24T21:29:54Z,371653.5669397156,9929441.246523602,-0.6382367061416557,-76.15340966033243,12,2019-07-24
2019-07-24T21:45:00Z,2019-07-24T21:44:54Z,371672.5107059795,9929439.697101535,-0.6382507598000046,-76.15323944484103,12,2019-07-24
2019-07-24T22:00:00Z,2019-07-24T21:59:55Z,371697.50109887426,9929433.160609528,-0.6383099360499627,-76.15301490760737,12,2019-07-24
2019-07-24T22:15:00Z,2019-07-24T22:14:54Z,371704.8848526575,9929431.309755297,-0.6383266928499333,-76.15294856484081,12,2019-07-24
2019-07-25T10:45:00Z,2019-07-25T10:45:09Z,371704.4137436645,9929424.511181721,-0.6383881881088352,-76.15295281167387,12,2019-07-25
2019-07-25T11:00:00Z,2019-07-25T11:00:09Z,371699.012690199,9929424.404953793,-0.6383891380339323,-76.15300134289058,12,2019-07-25
2019-07-25T11:15:00Z,2019-07-25T11:15:09Z,371700.8783382224,9929424.438577656,-0.6383888376749162,-76.152984579099,12,2019-07-25
2019-07-25T11:30:00Z,2019-07-25T11:30:09Z,371699.7170711667,9929423.981943646,-0.6383929657833044,-76.15299501454908,12,2019-07-25
2019-07-25T11:45:00Z,2019-07-25T11:44:59Z,371700.10902908474,9929425.349007254,-0.6383806008615415,-76.15299148986854,13,2019-07-25
2019-07-25T12:00:00Z,2019-07-25T11:59:59Z,371703.51952055556,9929400.085229788,-0.6386091302260544,-76.15296089591213,13,2019-07-25
2019-07-25T12:15:00Z,2019-07-25T12:15:00Z,371687.48118298926,9929365.549955273,-0.6389214850530784,-76.1531050775466,13,2019-07-25
2019-07-25T12:30:00Z,2019-07-25T12:29:59Z,371701.604584899,9929277.594821762,-0.6397171082155133,-76.15297834961424,13,2019-07-25
2019-07-25T12:45:00Z,2019-07-25T12:44:59Z,371704.339161575,9929277.788605854,-0.6397153609077424,-76.1529537777605,13,2019-07-25
2019-07-25T13:00:00Z,2019-07-25T12:59:59Z,371623.0453301695,9929261.765793316,-0.6398601292698218,-76.153684273499593,13,2019-07-25
2019-07-25T13:15:00Z,2019-07-25T13:14:59Z,371609.38182544254,9929260.507475529,-0.6398714835307913,-76.153807049053,13,2019-07-25
2019-07-25T13:30:00Z,2019-07-25T13:29:59Z,371610.82467302436,9929270.82204427,-0.639778186492269,-76.15379406354545,13,2019-07-25
2019-07-25T13:45:00Z,2019-07-25T13:44:59Z,371558.59403075575,9929293.726167046,-0.6395709020307886,-76.15426333406057,13,2019-07-25
2019-07-25T14:00:00Z,2019-07-25T13:59:09Z,371551.6705560792,9929301.04271108,-0.6395047064833821,-76.1543255299324,6,2019-07-25
2019-08-05T19:00:00Z,2019-08-05T19:00:46Z,371623.9788703323,9929341.152577827,-0.6391420415001257,-76.15367572487057,7,2019-08-05
2019-08-05T19:15:00Z,2019-08-05T19:14:55Z,371675.94663742784,9929384.204357168,-0.6387527240334044,-76.15320868324062,12,2019-08-05
2019-08-05T19:30:00Z,2019-08-05T19:29:55Z,371685.34939754306,9929381.418817623,-0.6387779395999308,-76.15312420064008,12,2019-08-05
2019-08-05T19:45:00Z,2019-08-05T19:44:55Z,371678.7053363466,9929381.374857714,-0.6387783237506779,-76.15318390074057,12,2019-08-05
2019-08-05T20:00:00Z,2019-08-05T19:59:55Z,371677.57112946874,9929374.63405058,-0.6388392951333949,-76.1531941057157,12,2019-08-05
2019-08-05T20:15:00Z,2019-08-05T20:14:55Z,371696.27664297965,9929374.766434409,-0.6388381356334218,-76.15302602761571,12,2019-08-05
2019-08-05T20:30:00Z,2019-08-05T20:29:55Z,371699.2098317771,9929391.110743199,-0.6386902998250087,-76.15299963858239,12,2019-08-05
2019-08-05T20:45:00Z,2019-08-05T20:44:55Z,371740.377171594,9929425.496083045,-0.6383793521583387,-76.15262966137404,12,2019-08-05
2019-08-05T21:00:00Z,2019-08-05T20:59:55Z,371741.9390848116,9929424.589867815,-0.6383875524585462,-76.15261562867363,12,2019-08-05
2019-08-05T21:15:00Z,2019-08-05T21:14:55Z,371742.9665564775,9929428.92137715,-0.6383483740497173,-76.1526063876324,12,2019-08-05
2019-08-05T21:30:00Z,2019-08-05T21:29:55Z,371784.490203662,9929451.673563741,-0.6381426542186033,-76.15223323228156,12,2019-08-05
2019-08-06T19:45:00Z,2019-08-06T19:46:06Z,371630.7984458943,9929339.469827637,-0.6391572766001326,-76.1536144511825,6,2019-08-06
2019-08-06T20:00:00Z,2019-08-06T20:00:05Z,371627.6150581406,9929333.049797432,-0.639215342233374,-76.15364306837394,12,2019-08-06
2019-08-06T20:15:00Z,2019-08-06T20:15:05Z,371658.963333683,9929354.731002018,-0.639019289524954,-76.153361345649,12,2019-08-06
2019-08-06T20:30:00Z,2019-08-06T20:30:05Z,371689.8584034608,9929372.993561579,-0.6388541590516004,-76.1530837020914,12,2019-08-06
2019-08-06T20:45:00Z,2019-08-06T20:45:07Z,371749.388640994,9929403.145950746,-0.6385815376507045,-76.15254873410002,12,2019-08-06
2019-08-06T21:00:00Z,2019-08-06T21:00:07Z,371761.4337569229,9929503.897032218,-0.6376702221988862,-76.15244030022764,12,2019-08-06
2019-08-06T21:15:00Z,2019-08-06T21:15:07Z,371733.73957786674,9929497.195069168,-0.637730788442475,-76.15268915892416,12,2019-08-06
2019-08-06T21:30:00Z,2019-08-06T21:30:07Z,371647.4300462901,9929439.72159306,-0.6382504873851802,-76.15346480626542,12,2019-08-06
2019-08-06T21:45:00Z,2019-08-06T21:45:08Z,371614.46051233466,9929395.819916211,-0.6386475311664591,-76.15376114146753,12,2019-08-06
2019-08-06T22:00:00Z,2019-08-06T22:00:07Z,371657.24113896757,9929411.70521847,-0.6385039282012587,-76.15337670547343,12,2019-08-06
2019-08-06T22:15:00Z,2019-08-06T22:14:17Z,371712.54314939544,9929429.34776158,-0.6383444555142277,-76.15287975539877,7,2019-08-06
2019-08-07T10:45:00Z,2019-08-07T10:44:50Z,371707.6216179099,9929425.748198284,-0.6383770052333408,-76.15292398492407,12,2019-08-07
2019-08-07T11:00:00Z,2019-08-07T10:59:50Z,371704.0195722051,9929424.738121683,-0.6383861345333623,-76.15295635303238,12,2019-08-07
2019-08-07T11:15:00Z,2019-08-07T11:14:50Z,371702.37648683117,9929427.096831242,-0.6383647955916515,-76.15297111217397,12,2019-08-07
2019-08-07T11:30:00Z,2019-08-07T11:29:50Z,371703.305717322,9929429.277738046,-0.6383450701746943,-76.15296275820748,12,2019-08-07
2019-08-07T11:45:00Z,2019-08-07T11:44:50Z,371618.05319074827,9929386.622252274,-0.6387307355248955,-76.15372887812451,12,2019-08-07
2019-08-07T12:00:00Z,2019-08-07T11:59:50Z,371543.5111735312,9929360.891951973,-0.6389633263454491,-76.15439872489911,12,2019-08-07
2019-08-07T12:15:00Z,2019-08-07T12:14:51Z,371455.39605618623,9929364.707671903,-0.6389286322662906,-76.15519047249182,12,2019-08-07
2019-08-07T12:30:00Z,2019-08-07T12:29:51Z,371378.22772699926,9929416.657234818,-0.6384585681408885,-76.15588376063859,12,2019-08-07
2019-08-07T12:45:00Z,2019-08-07T12:44:50Z,371358.9021214565,9929443.01357131,-0.6382201239529545,-76.15605735685844,12,2019-08-07
2019-08-07T13:00:00Z,2019-08-07T13:00:00Z,371308.4633198212,9929416.869227657,-0.6384565086538833,-76.15651062547595,13,2019-08-07
2019-08-07T13:15:00Z,2019-08-07T13:15:00Z,371271.3234292882,9929418.421197146,-0.6384423948155028,-76.15684434126901,13,2019-08-07
2019-08-07T13:30:00Z,2019-08-07T13:29:50Z,371166.78721708147,9929433.254496703,-0.6383080082004248,-76.1577836167994,12,2019-08-07
2019-08-07T13:45:00Z,2019-08-07T13:44:50Z,371064.53005456715,9929455.289454011,-0.6381084839835144,-76.15870239910748,12,2019-08-07
2019-08-07T14:00:00Z,2019-08-07T13:59:50Z,370989.12812501827,9929533.201703614,-0.6374035798986079,-76.15937976167308,12,2019-08-07
2019-08-07T14:15:00Z,2019-08-07T14:14:50Z,370979.1158678354,9929577.533974178,-0.6370025547246724,-76.15946963662367,12,2019-08-07
2019-08-07T14:30:00Z,2019-08-07T14:29:51Z,370993.1677272899,9929627.975929145,-0.6365463137500177,-76.15934327244901,12,2019-08-07
2019-08-07T14:45:00Z,2019-08-07T14:45:00Z,371002.9778265094,9929630.876630507,-0.6365200955846327,-76.15925511846855,13,2019-08-07
2019-08-07T15:00:00Z,2019-08-07T14:59:50Z,371006.58272052417,9929637.883998454,-0.6364567182001032,-76.15922271273261,12,2019-08-07
2019-08-07T15:15:00Z,2019-08-07T15:15:00Z,370978.01563751907,9929629.230854526,-0.6365349315849184,-76.15947941819924,13,2019-08-07
2019-08-07T15:30:00Z,2019-08-07T15:29:50Z,370979.6023713907,9929598.812154153,-0.6368100852668075,-76.15946522215752,12,2019-08-07
2019-08-07T15:45:00Z,2019-08-07T15:44:50Z,370972.8718422174,9929609.870138535,-0.6367100472667236,-76.15952567661576,12,2019-08-07
2019-08-07T16:00:00Z,2019-08-07T15:59:50Z,370970.4522882907,9929604.77614057,-0.6367561197832262,-76.1595474276824,12,2019-08-07
2019-08-07T16:15:00Z,2019-08-07T16:14:50Z,370970.9485376993,9929613.840379102,-0.6366741307916008,-76.1595429503408,12,2019-08-07
2019-08-07T16:30:00Z,2019-08-07T16:29:50Z,370977.46045975015,9929624.291300463,-0.6365796108833063,-76.15948441669914,12,2019-08-07
2019-08-07T16:45:00Z,2019-08-07T16:44:50Z,370985.48056467966,9929616.968753994,-0.6366458628338755,-76.15941236727443,12,2019-08-07
2019-08-07T17:00:00Z,2019-08-07T16:59:50Z,370969.7397375108,9929610.422332501,-0.6367050460584984,-76.1595538188573,12,2019-08-07
2019-08-07T17:15:00Z,2019-08-07T17:14:50Z,370987.0755405485,9929607.333555367,-0.6367330206677703,-76.15939805517449,12,2019-08-07
2019-08-07T17:30:00Z,2019-08-07T17:29:50Z,370984.37470458786,9929608.62870625,-0.636721299966649,-76.15942232077393,12,2019-08-07
2019-08-07T17:45:00Z,2019-08-07T17:45:00Z,370975.12778663216,9929608.593126075,-0.6367216029927006,-76.1595054085298,13,2019-08-07
2019-08-07T18:00:00Z,2019-08-07T17:59:50Z,370875.7747322592,9929642.124095466,-0.6364180985916671,-76.16039807209907,12,2019-08-07
2019-08-07T18:15:00Z,2019-08-07T18:14:50Z,370847.6442952035,9929618.51458313,-0.6366315996168003,-76.16065088426556,12,2019-08-07
